"70","0","81"
"37","1","45"
"5","3","74"
"39","4","66"
"243","6","0"
"271","9","27"
"204","13","35"
"106","22","98"
"213","23","81"
"69","24","18"
"274","27","30"
"95","29","26"
"136","30","91"
"172","33","32"
"278","35","63"
"204","38","52"
"299","42","48"
"103","45","6"
"62","51","36"
"233","53","24"
"172","54","77"
"205","60","18"
"38","61","31"
"128","63","50"
"40","65","74"
"8","67","50"
"129","69","49"
"157","70","72"
"293","71","1"
"273","72","19"
"258","73","20"
"140","74","99"
"280","77","24"
"123","78","95"
"245","83","55"
"150","86","63"
"229","87","70"
"54","88","76"
"5","90","5"
"286","92","50"
"278","94","63"
"243","95","9"
"24","96","36"
"6","97","59"
"76","100","44"
"221","102","13"
"68","104","22"
"9","108","19"
"79","111","92"
"51","113","100"
"278","114","47"
"2","115","92"
"18","117","98"
"109","119","55"
"123","123","26"
"21","128","6"
"40","129","71"
"19","132","7"
"0","134","97"
"192","135","14"
"230","136","59"
"144","138","49"
"88","139","79"
"78","140","26"
"173","142","43"
"258","144","78"
"38","145","36"
"56","147","48"
"125","148","38"
"117","149","100"
"176","152","100"
"210","153","20"
"288","154","5"
"155","155","57"
"161","158","20"
"116","164","84"
"200","165","52"
"63","167","25"
"274","168","99"
"69","170","42"
"259","172","70"
"19","173","31"
"149","175","28"
"148","176","36"
"30","181","70"
"112","182","32"
"29","184","69"
"130","187","44"
"196","189","99"
"236","191","46"
"177","193","85"
"202","194","29"
"175","198","47"
"204","203","15"
"151","204","29"
"181","205","56"
"256","206","60"
"156","210","92"
"244","214","24"
"293","215","7"
"258","216","75"
"6","218","24"
"218","219","50"
"35","221","13"
"176","222","61"
"101","223","5"
"149","224","5"
"119","225","89"
"243","226","15"
"162","229","35"
"112","230","38"
"72","231","54"
"267","236","15"
"244","238","51"
"176","240","27"
"159","243","47"
"88","244","23"
"58","245","2"
"177","246","20"
"298","247","42"
"284","249","63"
"248","254","35"
"221","257","34"
"187","258","73"
"188","259","34"
"115","261","78"
"80","264","73"
"2","265","16"
"39","267","44"
"76","268","71"
"181","270","31"
"134","271","94"
"195","272","8"
"48","273","68"
"282","275","98"
"11","276","39"
"123","277","87"
"52","278","45"
"282","279","43"
"32","283","30"
"40","288","51"
"41","291","3"
"9","292","18"
"66","295","26"
"3","297","40"
"197","300","22"
"149","301","27"
"258","302","67"
"270","304","73"
"201","306","86"
"27","307","31"
"46","308","32"
"261","309","20"
"128","310","96"
"38","312","10"
"185","314","25"
"41","315","67"
"205","316","91"
"46","317","61"
"17","318","21"
"145","319","72"
"285","320","19"
"174","321","83"
"29","322","77"
"229","323","57"
"260","325","9"
"282","326","0"
"281","328","69"
"131","329","13"
"72","331","46"
"61","332","7"
"291","333","79"
"140","339","62"
"197","340","24"
"206","341","38"
"23","346","65"
"87","348","53"
"186","349","15"
"59","350","10"
"297","353","10"
"253","359","76"
"217","361","47"
"22","362","40"
"115","364","47"
"122","365","49"
"269","366","19"
"203","367","3"
"92","369","91"
"138","371","41"
"289","372","22"
"7","373","87"
"253","374","43"
"36","377","33"
"82","379","18"
"42","382","96"
"265","384","61"
"106","385","6"
"242","386","57"
"72","391","73"
"176","395","53"
"243","397","36"
"261","398","73"
"254","401","89"
"116","403","75"
"293","405","81"
"52","407","15"
"230","408","81"
"182","409","65"
"144","410","68"
"13","411","20"
"108","412","27"
"84","413","72"
"173","415","21"
"10","416","43"
"192","417","62"
"1","419","81"
"273","422","36"
"22","424","5"
"124","426","74"
"102","427","68"
"26","429","63"
"124","431","29"
"34","432","90"
"161","434","81"
"209","436","14"
"180","437","44"
"195","438","83"
"246","440","4"
"46","442","68"
"217","444","93"
"261","446","34"
"5","447","90"
"170","449","68"
"188","450","59"
"229","452","54"
"235","453","47"
"161","454","39"
"258","455","96"
"19","456","80"
"177","457","35"
"1","458","39"
"126","463","54"
"129","467","82"
"127","468","26"
"285","470","34"
"260","472","65"
"278","473","62"
"38","474","28"
"71","475","83"
"14","477","18"
"276","480","43"
"91","481","89"
"239","482","10"
"171","483","30"
"227","484","89"
"84","485","96"
"149","488","69"
"279","491","76"
"78","492","17"
"13","493","52"
"218","494","39"
"156","496","56"
"241","500","72"
"166","501","3"
"49","502","72"
"110","503","82"
"213","505","69"
"256","506","19"
"49","508","25"
"98","513","43"
"142","515","10"
"87","517","79"
"67","518","97"
"55","519","45"
"43","520","85"
"255","522","74"
"243","523","63"
"149","524","58"
"180","526","68"
"207","528","45"
"147","529","14"
"167","530","7"
"63","531","94"
"175","532","31"
"190","533","63"
"276","537","95"
"147","538","6"
"278","544","11"
"61","545","61"
"256","547","10"
"223","548","81"
"49","550","31"
"5","552","11"
"49","556","38"
"193","557","6"
"222","559","36"
"299","560","28"
"31","561","89"
"92","562","81"
"239","565","72"
"245","566","18"
"235","568","30"
"146","569","27"
"92","570","55"
"119","571","2"
"8","577","2"
"299","578","11"
"291","579","80"
"145","580","58"
"272","581","81"
"185","583","24"
"17","584","93"
"259","587","27"
"201","589","1"
"124","590","36"
"66","592","57"
"27","595","31"
"1","596","78"
"10","597","90"
"141","599","35"
"258","601","91"
"13","603","46"
"80","604","1"
"43","605","100"
"203","606","54"
"268","613","27"
"52","618","71"
"31","619","82"
"195","623","23"
"240","626","56"
"59","627","67"
"200","628","27"
"142","629","45"
"150","630","14"
"221","631","43"
"150","634","0"
"162","638","11"
"272","641","83"
"132","642","73"
"5","644","14"
"218","645","45"
"126","646","13"
"42","653","47"
"136","654","69"
"254","655","60"
"68","657","33"
"238","662","61"
"123","663","5"
"187","665","69"
"103","667","47"
"227","669","100"
"258","670","4"
"187","671","97"
"288","673","74"
"52","674","0"
"263","675","83"
"196","681","97"
"9","682","8"
"107","683","44"
"116","685","44"
"46","686","11"
"143","689","22"
"49","693","90"
"166","695","97"
"217","698","15"
"219","700","55"
"282","702","99"
"19","708","100"
"277","714","20"
"61","715","21"
"61","716","9"
"183","718","55"
"178","719","24"
"155","720","68"
"8","721","86"
"44","722","24"
"271","723","100"
"252","724","53"
"191","725","15"
"215","728","72"
"288","729","39"
"14","734","84"
"49","736","33"
"3","737","51"
"249","739","97"
"50","741","28"
"225","745","12"
"290","746","45"
"72","747","60"
"20","749","19"
"145","750","98"
"270","751","68"
"249","754","76"
"284","756","16"
"160","759","97"
"39","760","70"
"89","764","77"
"215","765","15"
"88","770","28"
"180","772","8"
"209","775","45"
"29","776","48"
"166","778","4"
"45","779","11"
"2","780","41"
"76","782","14"
"145","783","87"
"287","785","20"
"97","788","83"
"177","789","47"
"11","790","35"
"225","793","25"
"79","794","22"
"201","798","60"
"89","801","15"
"298","807","78"
"232","808","85"
"57","810","65"
"216","812","98"
"272","813","66"
"259","818","8"
"172","821","40"
"60","822","94"
"135","823","93"
"51","825","94"
"270","826","33"
"203","827","9"
"252","828","43"
"259","830","45"
"256","831","3"
"235","832","61"
"239","833","92"
"13","834","69"
"48","835","68"
"185","836","100"
"208","837","94"
"189","838","12"
"41","839","30"
"47","840","55"
"196","841","44"
"247","843","16"
"24","845","29"
"154","847","84"
"290","850","33"
"57","852","73"
"155","853","78"
"291","855","93"
"270","856","3"
"235","857","25"
"198","858","34"
"266","863","89"
"128","865","59"
"63","866","23"
"212","869","85"
"175","871","12"
"286","872","9"
"149","873","55"
"178","876","37"
"155","877","15"
"248","878","39"
"9","879","23"
"134","880","35"
"37","881","93"
"132","883","34"
"247","884","53"
"51","888","62"
"233","889","44"
"273","892","25"
"82","893","20"
"273","896","38"
"3","897","39"
"273","898","46"
"47","902","18"
"169","904","8"
"299","906","76"
"74","907","22"
"24","910","90"
"111","912","73"
"18","913","4"
"74","914","86"
"32","916","65"
"120","917","38"
"18","918","8"
"257","921","91"
"101","926","22"
"38","929","20"
"285","930","71"
"180","931","35"
"73","932","13"
"184","933","75"
"91","935","41"
"231","937","62"
"283","938","77"
"112","939","2"
"209","940","37"
"115","941","69"
"29","942","13"
"81","943","28"
"115","947","32"
"252","948","45"
"210","950","76"
"64","952","18"
"102","956","17"
"1","958","86"
"124","959","70"
"259","960","40"
"278","961","39"
"204","964","13"
"122","967","97"
"226","969","17"
"231","970","10"
"50","971","53"
"230","972","46"
"137","974","87"
"106","976","54"
"135","980","78"
"71","983","56"
